"Line","Ref","DocType","QAdeter","QAmeas","year","workerID","Trade_raw","Task_raw","Tool_raw","Tool_make","Material_raw","percSI_ref","percSI_mat","percQuartz_mat","percCrist_mat","percTrid_mat","percTrip_mat","Mat_ana","Trade","Task","Material","Tool","Site_class","Site_type","Agent","NbMeas","AM","ASD","GM","GSD","est_GM","est_GM_meth","est_GSD","est_GSD_meth","Min","P5","P10","Med","P90","P95","Max","Other_stat","Other_stat_def","Type","Association","IDassociation","Association_detail","Raw_measurement","Sampling_time","Sampling_time2","Objective","Calc_meas","IDCalc","OEL","Adj_OEL","Sampling_meth","Analysis_type","Analysis_meth","Analysis_detail","LOD","Environnement","SourceProx","Contribution","Contribution_detail","Formation","ControlNotAPR","GenVent","ExhVent_proxim","ExhVent_tool","Wet_spray","Wet_tool","isoSrc","Other_control","control_detail","RPEused","RPEtype","RPE_remark","remark"
"2738","ID0882","8","6","6","1975","ID0882_276","mécanicien","centrale d'enrobés (travail dans la cabine, ventilation en marche, portes fermées)","Not specified_Non précisé","Not specified_Non précisé","enrobés","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","46","3","4","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.99",NA,"2","1","0.99","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","5","5","1","1","1","1","1","1",NA,"1","2",NA,NA
"2739","ID0882","8","6","6","1987","ID0882_352","ponceur","Chantier de réhabilitation d'un immeuble (Ponçage de l'enduit de façade avant la pose d'un bordage isolant, avec ponceuse électrique portative)","Not specified_Non précisé","Not specified_Non précisé","enduit façade","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","3","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"70.11",NA,"2","1","70.099999999999994","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,"36"
"2740","ID0882","8","6","6","1988","ID0882_290","maçon","Ponçage de façades (Bouchardage sol béton)","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","5","5","10","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"7.3949999999999996","15","4","4","7.4","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2741","ID0882","8","6","6","1988","ID0882_287","maçon","Réfection d'un sol béton (Ponçage à sec d'un sol béton)","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"4.077","11","4","4","4.08","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","5","1","1","5","1","1","1","1","26","5","4","12",NA
"2742","ID0882","8","6","6","1987","ID0882_295","conducteur de chargeur","centrale d'enrobés (chargement des trémis qui achemiront les matériaux à la centrale)","Not specified_Non précisé","Not specified_Non précisé","Porphyre, gravillon, sable et sable noir","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","14","17","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"3.4510000000000001",NA,"2","1","3.45","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","5","1","1","1","5","1","1","1","90","1","2",NA,NA
"2743","ID0882","8","6","6","1987","ID0882_351","ponceur","Chantier de réhabilitation d'un immeuble (Ponçage de l'enduit de façade avant la pose d'un bordage isolant, avec ponceuse électrique portative)","Not specified_Non précisé","Not specified_Non précisé","enduit façade","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","3","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"201.06",NA,"2","1","201","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"5","1","10",NA
"2744","ID0882","8","6","6","1986","ID0882_301","céramiste","Découpe de plaques de céramique (Découpe de plaques de céramique)","Not specified_Non précisé","Not specified_Non précisé","céramique","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","44","38","13","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"13.7995",NA,"2","1","13.7995","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","5","1","5","1","1","1","1","1",NA,"1","2",NA,NA
"2745","ID0882","8","6","6","1974","ID0882_262","Not specified_Non précisé","travaux souterrains (creusement RER) (perforation voute bétonnée ; percement au plafond de la voute ; travail épisodique)","Not specified_Non précisé","Not specified_Non précisé","béton, roche","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","80","25","15","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"28.4",NA,"2","1","28.4","5","-2","-2","9","5","20",NA,"0.03","5","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"4","2","1",NA
"2746","ID0882","8","6","6","1986","ID0882_302","tailleur de pierre","Restauration de façade (Ponçage de pierres de façade (pierre St Maximin))","Not specified_Non précisé","Not specified_Non précisé","pierres de taille","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","9","27","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"25.375999999999998",NA,"2","1","25.4","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","4","4","4","4","4","4","4","4","98","1","2",NA,"11"
"2747","ID0882","8","6","6","1988","ID0882_288","maçon","Réfection d'un sol béton (Perçage d'un sol béton ; 20 percements par jour)","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"4.9559999999999995","21","4","4","4.96","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,"31"
"2748","ID0882","8","6","6","1987","ID0882_293","maçon","Construction d'un parking souterrain (ravivage des piliers latéraux avant renforcement (attaque à sec des piliers en béton))","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","6","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"13.87",NA,"2","1","13.9","5","-2","-2","9","5","20",NA,"0.03","5","1","2",NA,"1","5","1","5","1","1","1","1","1",NA,"1","2",NA,NA
"2749","ID0882","8","6","6","1987","ID0882_294","maçon","Déblaiement d'un parking souterrain (Utilisation d'une perforatrice à sec sur des piliers en béton)","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","6","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"8.2080000000000002",NA,"2","1","8.2100000000000009","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","5","1","1","1","1","1","1","5","77","1","2",NA,NA
"2750","ID0882","8","6","6","1975","ID0882_267","Not specified_Non précisé","Atelier de tolerie (tronçonnage de métaux)","tronçonneuse équipée de meules EXACTEX saturne - métaux A24U","Not specified_Non précisé","meule à métaux","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","30","31","3","28","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.72499999999999998",NA,"2","1","0.72499999999999998","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","4","4","4","4","4","4","4","4","145","1","2",NA,NA
"2751","ID0882","8","6","6","1975","ID0882_268","Not specified_Non précisé","Atelier de tolerie (tronçonnage de métaux)","tronçonneuse équipée de meules EXACTEX saturne - métaux A24U","Not specified_Non précisé","meule à métaux","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","30","31","3","28","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.38500000000000001",NA,"2","1","0.38500000000000001","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","5","1","1","5","1","1","1","1","146","1","2",NA,NA
"2752","ID0882","8","6","6","1975","ID0882_269","Not specified_Non précisé","Atelier de tolerie (tronçonnage de métaux)","tronçonneuse équipée de meules EXACTEX saturne - métaux A24U","Not specified_Non précisé","meule à métaux","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","30","31","3","28","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"5.7999999999999996E-2",NA,"2","1","5.7999999999999996E-2","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","5","1","1","5","1","1","1","1","147","1","2",NA,NA
"2753","ID0882","8","6","6","1975","ID0882_346","ponceur béton","Atelier de ponçage de banches (ponçage de banches pour les débarasser du béton qui a pu y adhérer)","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.2050000000000001",NA,"2","1","1.2","5","-2","-2","9","5","20",NA,"0.03","7","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"6","1","14",NA
"2754","ID0882","8","6","6","1975","ID0882_283","conducteur de foreuse","travaux souterrains (émissaires d'eaux usées) (conduite d'une foreuse sur le front de taille)","Not specified_Non précisé","Not specified_Non précisé","roche; terrain : marnes et caillasses","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","78","25","22","25","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"4.4999999999999998E-2",NA,"2","1","4.4999999999999998E-2","5","-2","-2","9","5","20",NA,"0.03","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"4","2",NA,NA
"2755","ID0882","8","6","6","1975","ID0882_284","conducteur de marteau piqueur","travaux souterrains (émissaires d'eaux usées) (conduite d'un marteau piqueur au niveau du front de taille)  ; terrain : marnes et caillasses","Not specified_Non précisé","Not specified_Non précisé","roche","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","80","6","22","19","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.08",NA,"2","1","0.08","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"4","2",NA,"10"
"2756","ID0882","8","6","6","1988","ID0882_289","tailleur de pierre","Ponçage de façades (Ponçage de façades à sec (pierres naturelles et mortier de raccord))","Not specified_Non précisé","Not specified_Non précisé","pierres de taille","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","9","27","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.27500000000000002","8","4","4","0.27500000000000002","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2757","ID0882","8","6","6","1988","ID0882_291","ponceur","Construction de bâtiment (Ponçage à l'air libre de dalles préfabriquées(en béton) de recouvrement (rattrapage de décalage))","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.28000000000000003",NA,"2","1","0.28000000000000003","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"5","5","11",NA
"2758","ID0882","8","6","6","1988","ID0882_292","ponceur","Construction de bâtiment (Ponçage à l'air libre de ragréages par mortier)","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.82",NA,"2","1","0.82","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2759","ID0882","8","6","6","1986","ID0882_298","tailleur de pierre","Restauration de façade (Ponçage pierre de façade (pierre calcaire))","Not specified_Non précisé","Not specified_Non précisé","pierres de taille","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","9","27","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"2.5249999999999999",NA,"2","1","2.52","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","4","4","4","4","4","4","4","4","98","1","2",NA,NA
"2760","ID0882","8","6","6","1986","ID0882_299","tailleur de pierre","Restauration de façade (Ponçage pierre de façade (pierre bassin parisien))","Not specified_Non précisé","Not specified_Non précisé","pierres de taille","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","9","27","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.81",NA,"2","1","1.81","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","4","4","4","4","4","4","4","4","98","1","2",NA,NA
"2761","ID0882","8","6","6","1986","ID0882_300","tailleur de pierre","Restauration de façade (Ponçage pierre de façade (pierre St Maximin))","Not specified_Non précisé","Not specified_Non précisé","pierres de taille","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","9","27","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"2.7250000000000001",NA,"2","1","2.72","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","4","4","4","4","4","4","4","4","98","1","2",NA,NA
"2762","ID0882","8","6","6","1985","ID0882_306","marbrier","atelier de marbrerie (polissage à sec du marbre)","Not specified_Non précisé","Not specified_Non précisé","marbre","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","3","27","20","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"2.46",NA,"2","1","2.46","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2763","ID0882","8","6","6","1989","ID0882_349","marbrier","Atelier du Marbre (Moulage et ponçage à sec du marbre)","Not specified_Non précisé","Not specified_Non précisé","marbre","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","3","21","20","1","1","1","16","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"5.36","85","4","4","5.36","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"5","4","12",NA
"2764","ID0882","8","6","6","1989","ID0882_347","marbrier","Atelier du Marbre (meulage et ponçage de marbre à sec)","Not specified_Non précisé","Not specified_Non précisé","marbre","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","3","21","20","1","1","1","16","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"14.088000000000001","60","4","4","14.1","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"5","4","12",NA
"2765","ID0882","8","6","6","1989","ID0882_285","démolisseur","Démolition (démolition au marteau piqueur de la dalle de sol en béton d'un parking souterrain en vue d'une réfection)","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","6","5","1","1","1","16","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"213.85","20","4","4","214","5","-2","-2","9","5","20",NA,"0.03","5","1","2",NA,"1","5","5","1","1","1","1","1","1","76","1","2",NA,NA
"2766","ID0882","8","6","6","1989","ID0882_350","marbrier","Atelier du Marbre (Moulage et ponçage à sec du marbre)","Not specified_Non précisé","Not specified_Non précisé","marbre","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","3","21","20","1","1","1","18","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.26800000000000002","85","4","4","0.26800000000000002","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"5","4","12",NA
"2767","ID0882","8","6","6","1989","ID0882_348","marbrier","Atelier du Marbre (meulage et ponçage de marbre à sec)","Not specified_Non précisé","Not specified_Non précisé","marbre","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","3","21","20","1","1","1","18","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.88050000000000006","60","4","4","0.88050000000000006","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"5","4","12",NA
"2768","ID0882","8","6","6","1997","ID0882_158","Workstation/Poste - cariste","usine de fabrication de parpaing (transport de parpaing depuis l'atelier de fabrication vers la zone de stockage en plein air, traversée d'une cour très poussièreuse)","Not specified_Non précisé","Not specified_Non précisé","parpaing","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","3","6","1","1","1","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4",NA,NA,"0.13","124","4","4","0.13","5","-2","-2","4","4","19",NA,"0.03","8","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2769","ID0882","8","6","6","1997","ID0882_158","Workstation/Poste - cariste","usine de fabrication de parpaing (transport de parpaing depuis l'atelier de fabrication vers la zone de stockage en plein air, traversée d'une cour très poussièreuse)","Not specified_Non précisé","Not specified_Non précisé","parpaing","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","3","6","1","1","1","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4",NA,NA,"1.4E-2","124","4","4","1.4E-2","5","-2","-2","4","5","20",NA,"0.03","8","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
